No,Surname,Other Names,County Code,County Name,Constituency Code,Constituency Name,Party Code,Political Party Name,Abbrv
224,OMAR,AHMED MAALIM,8,WAJIR,33,WAJIR NORTH,14,PARTY OF NATIONAL UNITY,PNU
225,SANEY,IBRAHIM ABDI,8,WAJIR,33,WAJIR NORTH,27,JUBILEE PARTY,JP
226,ADAN,AHMED MOHAMED,8,WAJIR,34,WAJIR EAST,14,PARTY OF NATIONAL UNITY,PNU
227,AMIN,RASHID KASSIM,8,WAJIR,34,WAJIR EAST,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K
228,HUSSEIN,BISHAR OMAR,8,WAJIR,34,WAJIR EAST,15,PARTY FOR DEVELOPMENT AND REFORM,PDR
229,MOHAMED,ABASS SHEIKH,8,WAJIR,34,WAJIR EAST,27,JUBILEE PARTY,JP
230,MOHAMED,ALI MAALIM,8,WAJIR,34,WAJIR EAST,67,MAENDELEO CHAP CHAP PARTY,MCCP
231,MURSAL,MOHAMED ALI,8,WAJIR,34,WAJIR EAST,21,ORANGE DEMOCRATIC MOVEMENT,ODM
232,ABULLAHI,IDRIS ABDI,8,WAJIR,35,TARBAJ,27,JUBILEE PARTY,JP
233,ALI,FATUMA IBRAHIM,8,WAJIR,35,TARBAJ,21,ORANGE DEMOCRATIC MOVEMENT,ODM
234,GAAL,AHMED BASHANE,8,WAJIR,35,TARBAJ,15,PARTY FOR DEVELOPMENT AND REFORM,PDR
235,HILLOW,SIRAJ JELLE,8,WAJIR,35,TARBAJ,37,NATIONAL AGENDA PARTY OF KENYA,NAPK
236,ABDIRAHAMAN,IBRAHIM MOHAMUD,8,WAJIR,36,WAJIR WEST,33,KENYA AFRICAN NATIONAL UNION,KANU
237,DAHIYE,YAKUB MUMIN,8,WAJIR,36,WAJIR WEST,62,AMANI NATIONAL CONGRESS,ANC
238,ELMI,MOHAMED YUSSUF,8,WAJIR,36,WAJIR WEST,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K
239,KHALIF,MOHAMED AHMED,8,WAJIR,36,WAJIR WEST,15,PARTY FOR DEVELOPMENT AND REFORM,PDR
240,MOHAMED,AHMED KOLOSH,8,WAJIR,36,WAJIR WEST,21,ORANGE DEMOCRATIC MOVEMENT,ODM
241,SHIHAW,ABASS NUNOW,8,WAJIR,36,WAJIR WEST,17,AGANO PARTY,AGANO
242,AHMED,JAMAL ABDINASIR,8,WAJIR,37,ELDAS,17,AGANO PARTY,AGANO
243,ARALE,AHMED BORAY,8,WAJIR,37,ELDAS,21,ORANGE DEMOCRATIC MOVEMENT,ODM
244,DUROW,ABDIKADIR AHMED,8,WAJIR,37,ELDAS,62,AMANI NATIONAL CONGRESS,ANC
245,MOHAMED,ABDIKADIR ADAN,8,WAJIR,37,ELDAS,23,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,FORD-KENYA
246,WEHLIYE,ADAN KEYNAN,8,WAJIR,37,ELDAS,27,JUBILEE PARTY,JP
247,ABDINOOR,ABDIRASHID YUSSUF,8,WAJIR,38,WAJIR SOUTH,14,PARTY OF NATIONAL UNITY,PNU
248,ALI,KHALIF ABDI,8,WAJIR,38,WAJIR SOUTH,15,PARTY FOR DEVELOPMENT AND REFORM,PDR
249,MOHAMMED,MOHAMUD SHEIKH,8,WAJIR,38,WAJIR SOUTH,27,JUBILEE PARTY,JP
250,MUHUMED,HUSSEIN HASSAN,8,WAJIR,38,WAJIR SOUTH,21,ORANGE DEMOCRATIC MOVEMENT,ODM
251,OGLE,MOHAMED ABDULLAHI,8,WAJIR,38,WAJIR SOUTH,62,AMANI NATIONAL CONGRESS,ANC
252,SIRAT,MAHAMUD MUHUMED,8,WAJIR,38,WAJIR SOUTH,IND,INDEPENDENT,IND
253,EDIN,MOHAMED MAALIM,9,MANDERA,39,MANDERA WEST,33,KENYA AFRICAN NATIONAL UNION,KANU
254,HAJI,AHMED IBRAHIM,9,MANDERA,39,MANDERA WEST,27,JUBILEE PARTY,JP
255,YUSSUF,ADAN HAJI,9,MANDERA,39,MANDERA WEST,48,ECONOMIC FREEDOM PARTY,EFP
256,HASSAN,KULOW MAALIM,9,MANDERA,40,BANISSA,48,ECONOMIC FREEDOM PARTY,EFP
257,MOHAMED,MOHAMED ABDI HAJI,9,MANDERA,40,BANISSA,27,JUBILEE PARTY,JP
258,ABDI,MOHAMMED IBRAHIM,9,MANDERA,41,MANDERA NORTH,48,ECONOMIC FREEDOM PARTY,EFP
259,ABDULLAH,BASHIR SHEIKH,9,MANDERA,41,MANDERA NORTH,27,JUBILEE PARTY,JP
260,AHMED,ABDULLAHI MOHAMED,9,MANDERA,41,MANDERA NORTH,76,THIRDWAY ALLIANCE KENYA,TAK
261,HERIN,HUSSEIN ABSHIRO,9,MANDERA,41,MANDERA NORTH,14,PARTY OF NATIONAL UNITY,PNU
262,MOHAMED,ABDI ALI,9,MANDERA,41,MANDERA NORTH,1,NATIONAL RAINBOW COALITION- KENYA,NARC-KENYA
263,ALI,ADAN HAJI,9,MANDERA,42,MANDERA SOUTH,27,JUBILEE PARTY,JP
264,HASSAN,MOHAMED ISSACK,9,MANDERA,42,MANDERA SOUTH,48,ECONOMIC FREEDOM PARTY,EFP
265,HASSAN,OMAR MOHAMED MAALIM,9,MANDERA,43,MANDERA EAST,48,ECONOMIC FREEDOM PARTY,EFP
266,ABDIRAHMAN,HUSSEINWEYTAN MOHAMED,9,MANDERA,43,MANDERA EAST,27,JUBILEE PARTY,JP
267,AHMED,JIMALDIN ADAN,9,MANDERA,43,MANDERA EAST,55,ALLIANCE FOR REAL CHANGE,ARK
268,HAJI,ALI HASSAN,9,MANDERA,43,MANDERA EAST,49,FEDERAL PARTY OF KENYA,FPK
269,HASSAN,ABDIKADIR SHEIKH,9,MANDERA,43,MANDERA EAST,15,PARTY FOR DEVELOPMENT AND REFORM,PDR
270,HASSAN,ALI SALAT,9,MANDERA,43,MANDERA EAST,59,ROOTS PARTY OF KENYA,RPK
271,SHEIKH,MOHAMED ABDINOOR,9,MANDERA,43,MANDERA EAST,17,AGANO PARTY,AGANO
272,IBRAHIM,ABDI MUDE,9,MANDERA,44,LAFEY,48,ECONOMIC FREEDOM PARTY,EFP
273,ISAACK,SHAABAN ALI,9,MANDERA,44,LAFEY,27,JUBILEE PARTY,JP
274,ALI,MOHAMED SHARAMO,10,MARSABIT,45,MOYALE,21,ORANGE DEMOCRATIC MOVEMENT,ODM
275,DUBA,ROBA SHARU,10,MARSABIT,45,MOYALE,46,FRONTIER ALLIANCE PARTY,FAP
276,HASSAN,BILLOW ISSACK,10,MARSABIT,45,MOYALE,48,ECONOMIC FREEDOM PARTY,EFP
277,JALDESA,GUYO WAQO,10,MARSABIT,45,MOYALE,33,KENYA AFRICAN NATIONAL UNION,KANU
278,TAFARA,ABABA CHANASA,10,MARSABIT,45,MOYALE,14,PARTY OF NATIONAL UNITY,PNU
279,WARIO,QALICHA GUFU,10,MARSABIT,45,MOYALE,27,JUBILEE PARTY,JP
280,ADHE,WARIO GUYO,10,MARSABIT,46,NORTH HORR,33,KENYA AFRICAN NATIONAL UNION,KANU
281,AKOL,PETER KORIYE,10,MARSABIT,46,NORTH HORR,1,NATIONAL RAINBOW COALITION- KENYA,NARC-KENYA
282,GANYA,FRANCIS CHACHU,10,MARSABIT,46,NORTH HORR,46,FRONTIER ALLIANCE PARTY,FAP
283,IBRAE,PETER MOLU,10,MARSABIT,46,NORTH HORR,14,PARTY OF NATIONAL UNITY,PNU
284,WARIO,DULACHA DIBA,10,MARSABIT,46,NORTH HORR,27,JUBILEE PARTY,JP
285,GALGALLO,JOSEPH HALKANO,10,MARSABIT,47,SAKU,67,MAENDELEO CHAP CHAP PARTY,MCCP
286,HALAKE,NURIA GOLO,10,MARSABIT,47,SAKU,46,FRONTIER ALLIANCE PARTY,FAP
287,RASO,DIDO ALI,10,MARSABIT,47,SAKU,27,JUBILEE PARTY,JP
288,SASURA,HUSSEIN TARRY,10,MARSABIT,47,SAKU,1,NATIONAL RAINBOW COALITION- KENYA,NARC-KENYA
289,ARBELLE,MARSELINO MALIMO,10,MARSABIT,48,LAISAMIS,27,JUBILEE PARTY,JP
290,LEKUTON,JOSEPH,10,MARSABIT,48,LAISAMIS,46,FRONTIER ALLIANCE PARTY,FAP
291,ABAKULA,ALI DIDA,11,ISIOLO,49,ISIOLO NORTH,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K
292,ABDULLAHI,MOHAMED,11,ISIOLO,49,ISIOLO NORTH,2,THE NATIONAL VISION PARTY,NVP
293,GODANA,ABDI ADAN,11,ISIOLO,49,ISIOLO NORTH,IND,INDEPENDENT,IND
294,HULUFO,HASSAN ODA,11,ISIOLO,49,ISIOLO NORTH,31,KENYA PATRIOTS PARTY,KPP
295,ISSACK,MUSTAFA DESI,11,ISIOLO,49,ISIOLO NORTH,14,PARTY OF NATIONAL UNITY,PNU
296,LOMWA,JOSEPH SAMAL,11,ISIOLO,49,ISIOLO NORTH,27,JUBILEE PARTY,JP
297,MOHAMED,ABDI,11,ISIOLO,49,ISIOLO NORTH,33,KENYA AFRICAN NATIONAL UNION,KANU
298,MWORIA,LUCY NYOROKA,11,ISIOLO,49,ISIOLO NORTH,IND,INDEPENDENT,IND
299,BANTICHA,ABDULLAHI JALDESA,11,ISIOLO,50,ISIOLO SOUTH,15,PARTY FOR DEVELOPMENT AND REFORM,PDR
300,BIDU,MOHAMED TUBI,11,ISIOLO,50,ISIOLO SOUTH,62,AMANI NATIONAL CONGRESS,ANC
301,DABASSO,HUSSEIN TENE,11,ISIOLO,50,ISIOLO SOUTH,IND,INDEPENDENT,IND
302,GUYO,SHANO HUSSEIN,11,ISIOLO,50,ISIOLO SOUTH,33,KENYA AFRICAN NATIONAL UNION,KANU
303,IBRAHIM,NUH MOHAMED,11,ISIOLO,50,ISIOLO SOUTH,IND,INDEPENDENT,IND
304,IDO,ABDUBA MOLLU,11,ISIOLO,50,ISIOLO SOUTH,27,JUBILEE PARTY,JP
305,TEPO,ABDI KOROPU,11,ISIOLO,50,ISIOLO SOUTH,31,KENYA PATRIOTS PARTY,KPP
306,WAKO,JATTAN OMAR,11,ISIOLO,50,ISIOLO SOUTH,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K
307,KUBAI,MARTIN MUTUMA,12,MERU,51,IGEMBE SOUTH,67,MAENDELEO CHAP CHAP PARTY,MCCP
308,MURIUNGI,RAPHAEL,12,MERU,51,IGEMBE SOUTH,13,DEMOCRATIC PARTY OF KENYA,DP
309,MWERERIA,JOSEPH MIRITI RUFUS,12,MERU,51,IGEMBE SOUTH,27,JUBILEE PARTY,JP
310,MWIRIGI,JOHN PAUL,12,MERU,51,IGEMBE SOUTH,IND,INDEPENDENT,IND
311,MZALENDO,JOSEPH MITHIKA MWENDA,12,MERU,51,IGEMBE SOUTH,14,PARTY OF NATIONAL UNITY,PNU
312,IRINGO,CYPRIAN KUBAI,12,MERU,52,IGEMBE CENTRAL,27,JUBILEE PARTY,JP
313,KARITHO,KIILI DANIEL,12,MERU,52,IGEMBE CENTRAL,14,PARTY OF NATIONAL UNITY,PNU
314,KINYUA,ERASTUS NKUNJA,12,MERU,52,IGEMBE CENTRAL,IND,INDEPENDENT,IND
315,MITHIKA,JAMES,12,MERU,52,IGEMBE CENTRAL,IND,INDEPENDENT,IND
316,BAARIU,RICHARD MUTURA,12,MERU,53,IGEMBE NORTH,67,MAENDELEO CHAP CHAP PARTY,MCCP
317,DALTON,KIRIANKI KIMATHI CHARLES,12,MERU,53,IGEMBE NORTH,21,ORANGE DEMOCRATIC MOVEMENT,ODM
318,M'MITHIARU,NTOITHA,12,MERU,53,IGEMBE NORTH,14,PARTY OF NATIONAL UNITY,PNU
319,M'UTHARI,JOSEPH M'ERUAKI,12,MERU,53,IGEMBE NORTH,IND,INDEPENDENT,IND
320,MAOKA,RICHARD MAORE,12,MERU,53,IGEMBE NORTH,27,JUBILEE PARTY,JP
321,NTONJA,PATRICK MURATANYA,12,MERU,53,IGEMBE NORTH,IND,INDEPENDENT,IND
322,TAITUMU,JULIUS M'ANAIBA,12,MERU,53,IGEMBE NORTH,IND,INDEPENDENT,IND
323,JAMES,MUKARIA ISAIAH,12,MERU,54,TIGANIA WEST,IND,INDEPENDENT,IND
324,KARITHI,DAVID,12,MERU,54,TIGANIA WEST,14,PARTY OF NATIONAL UNITY,PNU
325,KIRAITHE,JEPHITHA GITONGA MATTHEWS,12,MERU,54,TIGANIA WEST,IND,INDEPENDENT,IND
326,KURAUKA,HENRY ATHIMBU,12,MERU,54,TIGANIA WEST,67,MAENDELEO CHAP CHAP PARTY,MCCP
327,MUTUNGA,JOHN KANYUITHIA,12,MERU,54,TIGANIA WEST,27,JUBILEE PARTY,JP
328,MWIKA,KIREMA GODFFREY,12,MERU,54,TIGANIA WEST,IND,INDEPENDENT,IND
329,NCEBERE,JAPHET MUROKI,12,MERU,54,TIGANIA WEST,IND,INDEPENDENT,IND
330,NDUBAI,LEON MURIITHI,12,MERU,54,TIGANIA WEST,IND,INDEPENDENT,IND
331,NDUBAI,PETER,12,MERU,54,TIGANIA WEST,13,DEMOCRATIC PARTY OF KENYA,DP
332,ABURI,LAWRENCE MPURU,12,MERU,55,TIGANIA EAST,27,JUBILEE PARTY,JP
333,JOHNSON,JAMES KAINGA,12,MERU,55,TIGANIA EAST,IND,INDEPENDENT,IND
334,KABEABEA,JOSPHAT GICHUNGE MWIRABUA,12,MERU,55,TIGANIA EAST,14,PARTY OF NATIONAL UNITY,PNU
335,MWINGIRWA,STEPHEN,12,MERU,55,TIGANIA EAST,44,PARTY OF DEMOCRATIC UNITY,PDU
336,NGAINE,JOSEPH KINYUA,12,MERU,55,TIGANIA EAST,IND,INDEPENDENT,IND
337,NTUALA,GIKUNDI SAMUEL,12,MERU,55,TIGANIA EAST,1,NATIONAL RAINBOW COALITION- KENYA,NARC-KENYA
338,SYLVIA,KARITHI DAVID,12,MERU,55,TIGANIA EAST,21,ORANGE DEMOCRATIC MOVEMENT,ODM
339,DAWOOD,ABDUL RAHIM,12,MERU,56,NORTH IMENTI,27,JUBILEE PARTY,JP
340,HIRANI,RAJESH VALJI,12,MERU,56,NORTH IMENTI,2,THE NATIONAL VISION PARTY,NVP
341,KIRAGU,BEATRICE KARWITHA,12,MERU,56,NORTH IMENTI,67,MAENDELEO CHAP CHAP PARTY,MCCP
342,MARETE,ISAACK KINOTI,12,MERU,56,NORTH IMENTI,IND,INDEPENDENT,IND
343,MUGAH,PAUL MURUNGAH,12,MERU,56,NORTH IMENTI,IND,INDEPENDENT,IND
344,MUKETHA,KENNETH MURIUKI,12,MERU,56,NORTH IMENTI,1,NATIONAL RAINBOW COALITION- KENYA,NARC-KENYA
345,MWENDA,PATRICK MWONGEERA,12,MERU,56,NORTH IMENTI,IND,INDEPENDENT,IND
346,MWITI,KANYAMU DOUGLAS,12,MERU,56,NORTH IMENTI,IND,INDEPENDENT,IND
347,RIMBERE,TEDD GATOBU,12,MERU,56,NORTH IMENTI,IND,INDEPENDENT,IND
348,RUTEERE,SILAS MURIUKI,12,MERU,56,NORTH IMENTI,10,MAZINGIRA GREENS PARTY OF KENYA,MGPK
349,ANGAINE,JOHN MUGAMBI,12,MERU,57,BUURI,14,PARTY OF NATIONAL UNITY,PNU
350,GIKUNDA,PETER GITONGA,12,MERU,57,BUURI,IND,INDEPENDENT,IND
351,KAIMENYI,JOSEPHAT,12,MERU,57,BUURI,IND,INDEPENDENT,IND
352,KINOTI,NICHOLAS MAGANA,12,MERU,57,BUURI,IND,INDEPENDENT,IND
353,KINYUA,STEPHEN MWENDA,12,MERU,57,BUURI,67,MAENDELEO CHAP CHAP PARTY,MCCP
354,KIRERA,JAMES KINOTI,12,MERU,57,BUURI,IND,INDEPENDENT,IND
355,KIRIMI,DAVID,12,MERU,57,BUURI,IND,INDEPENDENT,IND
356,KITHINJI,DENNIS KIAMBI,12,MERU,57,BUURI,IND,INDEPENDENT,IND
357,MARETE,LENISSON BUNDI,12,MERU,57,BUURI,17,AGANO PARTY,AGANO
358,MBUBA,PETER RWANDA,12,MERU,57,BUURI,44,PARTY OF DEMOCRATIC UNITY,PDU
359,RINDIKIRI,MUGAMBI MURWITHANIA,12,MERU,57,BUURI,27,JUBILEE PARTY,JP
360,RINGERA,STEPHEN KIRIMI,12,MERU,57,BUURI,IND,INDEPENDENT,IND
361,STEPHEN,PAUL BUNDI,12,MERU,57,BUURI,IND,INDEPENDENT,IND
362,WANJANGI,CHRIS KINYUA,12,MERU,57,BUURI,IND,INDEPENDENT,IND
363,IMANYARA,GITOBU,12,MERU,58,CENTRAL IMENTI,67,MAENDELEO CHAP CHAP PARTY,MCCP
364,IREA,GIDEON MWITI,12,MERU,58,CENTRAL IMENTI,IND,INDEPENDENT,IND
365,KIRIMA,MOSES NGUCHINE,12,MERU,58,CENTRAL IMENTI,27,JUBILEE PARTY,JP
366,KITHINJI,JAPHET KIRIMI,12,MERU,58,CENTRAL IMENTI,IND,INDEPENDENT,IND
367,KIUGU,GEOFFREY MURIUNGI,12,MERU,58,CENTRAL IMENTI,1,NATIONAL RAINBOW COALITION- KENYA,NARC-KENYA
368,MAKATHIMO,MWENDA KIAMBI,12,MERU,58,CENTRAL IMENTI,IND,INDEPENDENT,IND
369,MBAYA,JULIUS KIMATHI,12,MERU,58,CENTRAL IMENTI,14,PARTY OF NATIONAL UNITY,PNU
370,MUTAI,KENNETH ISAAC KIARA,12,MERU,58,CENTRAL IMENTI,IND,INDEPENDENT,IND
371,MWITI,BENSON KINOTI,12,MERU,58,CENTRAL IMENTI,21,ORANGE DEMOCRATIC MOVEMENT,ODM
372,NTHURIMA,MOSES,12,MERU,58,CENTRAL IMENTI,13,DEMOCRATIC PARTY OF KENYA,DP
373,ITHINJI,DR SHARDRACK MWITI,12,MERU,59,SOUTH IMENTI,27,JUBILEE PARTY,JP
374,KATHAARA,ASHFORD MWITI KIRIMI,12,MERU,59,SOUTH IMENTI,IND,INDEPENDENT,IND
375,MURIUKI,DAVID,12,MERU,59,SOUTH IMENTI,21,ORANGE DEMOCRATIC MOVEMENT,ODM
376,MURUNGI,KATHURI,12,MERU,59,SOUTH IMENTI,IND,INDEPENDENT,IND
377,MUTWIRI,GIDEON KIMATHI,12,MERU,59,SOUTH IMENTI,IND,INDEPENDENT,IND
378,MWEGA,CORNELIUS MUTHURI,12,MERU,59,SOUTH IMENTI,14,PARTY OF NATIONAL UNITY,PNU
379,NTEERE,JOHN,12,MERU,59,SOUTH IMENTI,IND,INDEPENDENT,IND
380,KUURA,JAPHET MUTEGI,13,THARAKA - NITHI,60,MAARA,13,DEMOCRATIC PARTY OF KENYA,DP
381,M'ITHARA,SILAS KABURU,13,THARAKA - NITHI,60,MAARA,21,ORANGE DEMOCRATIC MOVEMENT,ODM
382,MBIUKI,JAPHET MIRITI KAREKE,13,THARAKA - NITHI,60,MAARA,27,JUBILEE PARTY,JP
383,MUTHURO,JOHN MICHENI,13,THARAKA - NITHI,60,MAARA,67,MAENDELEO CHAP CHAP PARTY,MCCP
384,NJERU,DOMIZIANO KABURU,13,THARAKA - NITHI,60,MAARA,IND,INDEPENDENT,IND
385,RECHE,HASSAN MARTIN KITHINJI,13,THARAKA - NITHI,60,MAARA,1,NATIONAL RAINBOW COALITION- KENYA,NARC-KENYA
386,DAVID,ZACHARY GITONGA KATHUNI,13,THARAKA - NITHI,61,CHUKA IGAMBANG'OMBE,21,ORANGE DEMOCRATIC MOVEMENT,ODM
387,MBABU,JOHN,13,THARAKA - NITHI,61,CHUKA IGAMBANG'OMBE,67,MAENDELEO CHAP CHAP PARTY,MCCP
388,MUTEGI,MERCY KIRITO,13,THARAKA - NITHI,61,CHUKA IGAMBANG'OMBE,IND,INDEPENDENT,IND
389,NICHOLAS,NGECE KUNGA,13,THARAKA - NITHI,61,CHUKA IGAMBANG'OMBE,14,PARTY OF NATIONAL UNITY,PNU
390,NJOKA,BENJAMIN KINYUA,13,THARAKA - NITHI,61,CHUKA IGAMBANG'OMBE,IND,INDEPENDENT,IND
391,NTWIGA,PATRICK MUNENE,13,THARAKA - NITHI,61,CHUKA IGAMBANG'OMBE,27,JUBILEE PARTY,JP
392,KABISANI,FRANCIS KIJOGI MUTEGI,13,THARAKA - NITHI,62,THARAKA,67,MAENDELEO CHAP CHAP PARTY,MCCP
393,KARIGI,VICTOR MURITHI,13,THARAKA - NITHI,62,THARAKA,IND,INDEPENDENT,IND
394,MURUGARA,GEORGE GITONGA,13,THARAKA - NITHI,62,THARAKA,13,DEMOCRATIC PARTY OF KENYA,DP
395,MWIRU,ALEX MUTHENGI MBURI,13,THARAKA - NITHI,62,THARAKA,27,JUBILEE PARTY,JP
396,NJAGI,JULIUS JUMA,13,THARAKA - NITHI,62,THARAKA,21,ORANGE DEMOCRATIC MOVEMENT,ODM
397,WA GAICU,MWENJUKU,13,THARAKA - NITHI,62,THARAKA,IND,INDEPENDENT,IND
398,IRERI,BERNARD NJERU,14,EMBU,63,MANYATTA,13,DEMOCRATIC PARTY OF KENYA,DP
399,MBOGO,RICHARD NJIRU,14,EMBU,63,MANYATTA,33,KENYA AFRICAN NATIONAL UNION,KANU
400,MUGO,JUSTUS KINYWA,14,EMBU,63,MANYATTA,IND,INDEPENDENT,IND
401,MUKUNJI,JOHN GITONGA MWANIKI,14,EMBU,63,MANYATTA,67,MAENDELEO CHAP CHAP PARTY,MCCP
402,NJAGI,ANTONY NJIRU,14,EMBU,63,MANYATTA,IND,INDEPENDENT,IND
403,NJOKA,DANSON M,14,EMBU,63,MANYATTA,21,ORANGE DEMOCRATIC MOVEMENT,ODM
404,NJUE,PATRICK MUCANGI,14,EMBU,63,MANYATTA,34,SAFINA,SAFINA
405,NYAGA,JOHN MUCHIRI,14,EMBU,63,MANYATTA,27,JUBILEE PARTY,JP
406,NYAGA,LOYED IRERI,14,EMBU,63,MANYATTA,14,PARTY OF NATIONAL UNITY,PNU
407,KATHANGU,JOHN NJIRU,14,EMBU,64,RUNYENJES,1,NATIONAL RAINBOW COALITION- KENYA,NARC-KENYA
408,MBOGO,JOYCE MUKAMI,14,EMBU,64,RUNYENJES,21,ORANGE DEMOCRATIC MOVEMENT,ODM
409,NDWIGAH,CLEMENT NJERU,14,EMBU,64,RUNYENJES,IND,INDEPENDENT,IND
410,NJAGI,JOHN NDWIGA KAMUNYOTI,14,EMBU,64,RUNYENJES,13,DEMOCRATIC PARTY OF KENYA,DP
411,NJIRU,ERIC MUCHANGI,14,EMBU,64,RUNYENJES,27,JUBILEE PARTY,JP
412,ERASMUS,HESBON MWANGI,14,EMBU,65,MBEERE SOUTH,21,ORANGE DEMOCRATIC MOVEMENT,ODM
413,MUGOH,GENESIO NJAGI,14,EMBU,65,MBEERE SOUTH,67,MAENDELEO CHAP CHAP PARTY,MCCP
414,MURIUKI,NEBART BERNARD,14,EMBU,65,MBEERE SOUTH,13,DEMOCRATIC PARTY OF KENYA,DP
415,MUSYIMI,MUTAVA,14,EMBU,65,MBEERE SOUTH,IND,INDEPENDENT,IND
416,MUTURI,GEOFFREY KINGAGI,14,EMBU,65,MBEERE SOUTH,27,JUBILEE PARTY,JP
417,MWIGE,SARAH NJIRO,14,EMBU,65,MBEERE SOUTH,1,NATIONAL RAINBOW COALITION- KENYA,NARC-KENYA
418,NJERU,ATANASIO NJUE,14,EMBU,65,MBEERE SOUTH,14,PARTY OF NATIONAL UNITY,PNU
419,NJUKI,EMILY THAARA,14,EMBU,65,MBEERE SOUTH,IND,INDEPENDENT,IND
420,NYUTU,PETER KAMAU,14,EMBU,65,MBEERE SOUTH,IND,INDEPENDENT,IND
421,ALEX,ANTHONY MURIITHI,14,EMBU,66,MBEERE NORTH,33,KENYA AFRICAN NATIONAL UNION,KANU
422,GITONGA,EPHANTUS,14,EMBU,66,MBEERE NORTH,31,KENYA PATRIOTS PARTY,KPP
423,NJAGAGUA,CHARLES MURIUKI,14,EMBU,66,MBEERE NORTH,27,JUBILEE PARTY,JP
424,NJERU,EPHRAIM NJUGU MURIGO,14,EMBU,66,MBEERE NORTH,53,KENYA NATIONAL DEMOCRATIC ALLIANCE,KENDA
425,NJIRU,PATRISIO,14,EMBU,66,MBEERE NORTH,67,MAENDELEO CHAP CHAP PARTY,MCCP
426,RUKU,GEOFFREY KARIUKI KIRINGA,14,EMBU,66,MBEERE NORTH,IND,INDEPENDENT,IND
427,MATI,MUNUVE G J,15,KITUI,67,MWINGI NORTH,27,JUBILEE PARTY,JP
428,MWANGANGI,PATRICK MUTHUI,15,KITUI,67,MWINGI NORTH,IND,INDEPENDENT,IND
429,NZENGU,PAUL MUSYIMI,15,KITUI,67,MWINGI NORTH,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K
430,KITUNGI,BERNARD MUNYWOKI,15,KITUI,68,MWINGI WEST,IND,INDEPENDENT,IND
431,MUSAU,PATRICK KOKI,15,KITUI,68,MWINGI WEST,29,NATIONAL RAINBOW COALITION,NARC
432,MUTUA,ROBERT MUTEMI,15,KITUI,68,MWINGI WEST,67,MAENDELEO CHAP CHAP PARTY,MCCP
433,MWANGANGI,GEOFFREY MUKONZA,15,KITUI,68,MWINGI WEST,50,MUUNGANO PARTY,MUUNGANO
434,MWANGANGI,MUNYOKI,15,KITUI,68,MWINGI WEST,IND,INDEPENDENT,IND
435,MWINZI,MWENDE MALUKI,15,KITUI,68,MWINGI WEST,27,JUBILEE PARTY,JP
436,NGUNA,CHARLES NGUSYA,15,KITUI,68,MWINGI WEST,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K
437,KILONZI,DAVID PAUL KILATYA,15,KITUI,69,MWINGI CENTRAL,21,ORANGE DEMOCRATIC MOVEMENT,ODM
438,KULA,JOSEPH MUSEE,15,KITUI,69,MWINGI CENTRAL,IND,INDEPENDENT,IND
439,MAKAU,SAMWEL KITHOME,15,KITUI,69,MWINGI CENTRAL,50,MUUNGANO PARTY,MUUNGANO
440,MALUKI,JOHN MUMO,15,KITUI,69,MWINGI CENTRAL,67,MAENDELEO CHAP CHAP PARTY,MCCP
441,MULYUNGI,GIDEON MUTEMI,15,KITUI,69,MWINGI CENTRAL,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K
442,MUTAMBU,JOE MUSYIMI,15,KITUI,69,MWINGI CENTRAL,27,JUBILEE PARTY,JP
443,MUTEMI,JOSEPH MUSIKALI,15,KITUI,69,MWINGI CENTRAL,IND,INDEPENDENT,IND
444,MUTUKAA,JULIUS MUINDE,15,KITUI,69,MWINGI CENTRAL,29,NATIONAL RAINBOW COALITION,NARC
445,LELLI,ROBERT MUTISO,15,KITUI,70,KITUI WEST,23,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,FORD-KENYA
446,MBAI,BEN ROGERS NDETENI,15,KITUI,70,KITUI WEST,27,JUBILEE PARTY,JP
447,MBITI,HANNINGTON MBAI,15,KITUI,70,KITUI WEST,50,MUUNGANO PARTY,MUUNGANO
448,MULWA,DENNIS MULI,15,KITUI,70,KITUI WEST,62,AMANI NATIONAL CONGRESS,ANC
449,MUSYOKA,REDEMTER WANJIKU,15,KITUI,70,KITUI WEST,IND,INDEPENDENT,IND
450,MUSYOKI,EDWIN KINYUA,15,KITUI,70,KITUI WEST,13,DEMOCRATIC PARTY OF KENYA,DP
451,NYENZE,FRANCIS MWANZIA,15,KITUI,70,KITUI WEST,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K
452,KIILU,JAMES MUNYAO,15,KITUI,71,KITUI RURAL,27,JUBILEE PARTY,JP
453,MBONI,DAVID MWALIKA,15,KITUI,71,KITUI RURAL,36,CHAMA CHA UZALENDO,CCU
